Date,Price,Signal,Context,Conviction,Regime,Stop_Loss,Take_Profit,Position_%,R:R,Zone,FVGs,Sweeps,Structure,SMT,Reasons,Smart_Money_Reasons,Warnings
2025-12-18,608.33,HOLD,Trend Continuation,0.507,Sideways / Choppy,590.08,638.75,0.0000,0.0,equilibrium,8,0,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bearish: Near R1 resistance (608),,PATIENCE: Sideways chop — waiting
2025-12-19,616.26,LEAN SELL,Standard Technical Signal,0.211,Uptrend,635.87,577.04,0.3500,2.0,premium,8,0,0,0,Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bearish: Near R1 resistance (612),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-12-22,619.21,HOLD,Standard Technical Signal,0.167,Uptrend,600.63,650.17,0.0000,0.0,premium,8,0,0,0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish: Near R1 resistance (618),[FVG] Bullish Fair Value Gap formed (0.6x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.17 < 0.40
2025-12-23,622.11,LEAN BUY,Breakout,0.621,Uptrend,603.83,658.68,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Fresh EMA 9/21 golden cross | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (621),[P/D] Price in PREMIUM zone — favorable for shorts,
2025-12-24,623.93,HOLD,Mean Reversion / Reversal,0.397,Uptrend,605.21,655.13,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI negative divergence | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (85) | Low volume (0.4x avg) — weak conviction | Bullish: OBV above its moving average | Bearish: Near R1 resistance (624),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.40 < 0.40
2025-12-26,623.89,HOLD,Mean Reversion / Reversal,0.288,Uptrend,605.17,655.08,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (84) | Bullish: OBV above its moving average | Bullish: Near S1 support (622) | Bearish: Near R1 resistance (625),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.29 < 0.40
2025-12-29,620.87,LEAN BUY,Trend Continuation,0.576,Uptrend,604.86,652.88,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish: Near S1 support (623),[P/D] Price in PREMIUM zone — favorable for shorts,
2025-12-30,619.43,LEAN BUY,Trend Continuation,0.408,Uptrend,604.14,650.0,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish: Near S1 support (619) | Bearish: Near R1 resistance (623),[P/D] Price in PREMIUM zone — favorable for shorts,
2025-12-31,614.31,HOLD,Momentum Shift,0.464,Sideways / Choppy,595.88,645.03,0.0000,0.0,premium,9,0,0,0,Bullish: Price above Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: OBV below its moving average | Bullish: OBV divergence (accumulation) | Bearish Pattern: Evening Star | Bullish: Near S2 strong support (617),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Sideways chop — waiting
2026-01-02,613.12,HOLD,Standard Technical Signal,0.165,Sideways / Choppy,594.73,643.78,0.0000,0.0,equilibrium,8,0,0,0,Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows | Bullish: Near S1 support (612),,PATIENCE: Conviction 0.17 < 0.40
2026-01-05,617.99,HOLD,Trend Continuation,0.182,Uptrend,599.45,648.89,0.0000,0.0,equilibrium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bearish: Near R1 resistance (621),,PATIENCE: Conviction 0.18 < 0.40
2026-01-06,623.42,LEAN BUY,Mean Reversion / Reversal,0.507,Uptrend,607.93,654.39,0.3500,2.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (92) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (620),[P/D] Price in PREMIUM zone — favorable for shorts,
2026-01-07,624.02,LEAN SELL,Liquidity Sweep Reversal,0.273,Uptrend,639.17,593.72,0.3500,2.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (86) | Bullish: OBV above its moving average | Bearish Pattern: Shooting Star | Bearish: Near R1 resistance (625),"[SWEEP] Bearish liquidity sweep — swept $625.52 highs, reversed to $624.02 (strength: 0.52) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2026-01-08,620.47,HOLD,Trend Continuation,0.32,Uptrend,601.86,651.49,0.0000,0.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Evening Star | Bullish: Near S1 support (622),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.32 < 0.40
2026-01-09,626.65,LEAN BUY,Break of Structure,0.475,Uptrend,611.5,656.95,0.3500,2.0,premium,8,1,1,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (623),[STRUCTURE] Bullish CHoCH — broke above $625.52 | [P/D] Price in PREMIUM zone — favorable for shorts,
2026-01-12,627.17,HOLD,Mean Reversion / Reversal,0.168,Uptrend,608.35,658.53,0.0000,0.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (91) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (630),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.17 < 0.40
2026-01-13,626.24,HOLD,Mean Reversion / Reversal,0.288,Uptrend,607.45,657.55,0.0000,0.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (83) | Bullish: OBV above its moving average | Bullish: Near S1 support (623) | Bearish: Near R1 resistance (630),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.29 < 0.40
2026-01-14,619.55,LEAN SELL,Standard Technical Signal,0.296,Uptrend,634.92,588.8,0.3500,2.0,premium,8,1,0,0,Bearish: Price below Parabolic SAR | Bearish: Volume surge (1.5x avg) on down day | Bearish: OBV below its moving average | Bearish Pattern: Evening Star | Bullish: Near S2 strong support (621),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2026-01-15,621.78,LEAN SELL,Liquidity Sweep Reversal,0.533,Uptrend,637.55,590.24,0.3500,2.0,premium,8,1,0,1,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows | Bearish: Near R1 resistance (624),"[SWEEP] Bearish liquidity sweep — swept $625.52 highs, reversed to $621.78 (strength: 0.81) | [SMT] Bearish divergence: Price HH but RSI lower high, OBV lower high, CVD lower high (str: 1.00) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2026-01-16,621.26,LEAN SELL,Momentum Shift,0.3,Uptrend,636.93,589.92,0.3500,2.0,premium,8,1,0,0,Bullish: Price above Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows | Bullish: Near S1 support (618),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2026-01-20,608.06,SELL,Break of Structure,0.802,Sideways / Choppy,624.64,574.9,0.3500,2.0,equilibrium,8,1,1,0,Bearish: Price below EMA 9/21 stack | Bearish: Fresh EMA 9/21 death cross | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (4) | Bearish: Volume surge (1.7x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bearish Pattern: Three Black Crows,[FVG] Bearish Fair Value Gap formed (0.7x ATR) | [STRUCTURE] Bearish CHoCH — broke below $610.15,
2026-01-21,616.28,LEAN SELL,Liquidity Sweep Reversal,0.394,Uptrend,633.47,581.9,0.3500,2.0,equilibrium,9,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Volume surge (1.7x avg) on up day | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (613),"[FVG ENTRY] Price filling into bearish FVG (gap: $615-$621) | [SWEEP] Bullish liquidity sweep — swept $610.15 lows, reversed to $616.28 (strength: 0.71)",DISCIPLINE: Selling against uptrend
2026-01-22,620.76,LEAN SELL,Standard Technical Signal,0.345,Uptrend,637.61,587.07,0.3500,2.0,premium,8,2,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (622),[FVG] Bullish Fair Value Gap formed (0.3x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2026-01-23,622.72,HOLD,Breakout,0.375,Uptrend,604.04,653.86,0.0000,0.0,premium,9,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Fresh EMA 9/21 golden cross | Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bearish: OBV divergence (distribution) | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (623),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.37 < 0.40
2026-01-26,625.46,LEAN SELL,Liquidity Sweep Reversal,0.373,Uptrend,641.67,593.05,0.3500,2.0,premium,9,2,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: Stochastic overbought (80) | Bullish: OBV above its moving average | Bearish: OBV divergence (distribution) | Bearish: Near R1 resistance (626),"[SWEEP] Bearish liquidity sweep — swept $625.52 highs, reversed to $625.46 (strength: 0.50) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2026-01-27,631.13,BUY,Break of Structure,0.74,Uptrend,615.14,663.11,0.3500,2.0,premium,9,2,1,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (96) | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (628),[STRUCTURE] Bullish BOS — broke above $630.00 | [P/D] Price in PREMIUM zone — favorable for shorts,
2026-01-28,633.22,HOLD,Mean Reversion / Reversal,0.299,Uptrend,614.22,664.88,0.0000,0.0,premium,9,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (61.2) | Bearish: Stochastic overbought (89) | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bearish: Near R1 resistance (633),[FVG] Bullish Fair Value Gap formed (0.5x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.30 < 0.40
2026-01-29,629.43,HOLD,Liquidity Sweep Reversal,0.233,Uptrend,610.55,660.9,0.0000,0.0,premium,10,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Volume surge (1.5x avg) on down day | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bearish Pattern: Hanging Man | Bullish: Near S1 support (631),"[SWEEP] Bearish liquidity sweep — swept $630.00 highs, reversed to $629.43 (strength: 0.77) | [P/D] Price in PREMIUM zone — favorable for shorts",PATIENCE: Conviction 0.23 < 0.34
2026-01-30,621.87,HOLD,Standard Technical Signal,0.135,Uptrend,603.21,652.96,0.0000,0.0,premium,9,2,0,0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows | Bullish: Near S1 support (621),[FVG] Bearish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.13 < 0.40
2026-02-02,626.14,HOLD,Fair Value Gap Entry,0.262,Uptrend,607.36,657.45,0.0000,0.0,premium,10,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (627),[FVG ENTRY] Price filling into bearish FVG (gap: $628-$632) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.26 < 0.34
2026-02-03,616.52,LEAN SELL,Fair Value Gap Entry,0.55,Sideways / Choppy,635.17,579.22,0.3500,2.0,equilibrium,10,1,0,0,Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: OBV below its moving average | Bullish: OBV divergence (accumulation) | Bearish Pattern: Bearish Engulfing | Bullish: Near S1 support (620),[FVG ENTRY] Price filling into bullish FVG (gap: $615-$618) | [FVG ENTRY] Price filling into bearish FVG (gap: $628-$632),
2026-02-04,605.75,HOLD,Break of Structure,0.48,Sideways / Choppy,587.58,636.04,0.0000,0.0,equilibrium,9,1,1,0,Bearish: Price below EMA 9/21 stack | Bearish: Fresh EMA 9/21 death cross | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (38.9) | Bullish: Stochastic oversold (15) | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bullish: Near S1 support (608),[FVG] Bearish Fair Value Gap formed (0.4x ATR) | [STRUCTURE] Bearish BOS — broke below $607.05,PATIENCE: Sideways chop — waiting
2026-02-05,597.03,HOLD,Mean Reversion / Reversal,0.393,Sideways / Choppy,579.12,626.88,0.0000,0.0,equilibrium,10,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (34.4) | Bullish: Stochastic oversold (5) | Bearish: Volume surge (1.5x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bearish: Walking lower Bollinger Band | Bullish: Near S1 support (599),[FVG] Bearish Fair Value Gap formed (0.6x ATR),PATIENCE: Conviction 0.39 < 0.40
2026-02-06,609.65,LEAN SELL,Liquidity Sweep Reversal,0.464,Sideways / Choppy,630.07,568.81,0.3500,2.0,equilibrium,11,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: Walking lower Bollinger Band | Bearish: Near R2 strong resistance (609),"[SWEEP] Bullish liquidity sweep — swept $607.05 lows, reversed to $609.65 (strength: 1.00)",
2026-02-09,614.32,LEAN SELL,Liquidity Sweep Reversal,0.464,Sideways / Choppy,634.91,573.14,0.3500,2.0,equilibrium,10,2,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: Near R1 resistance (614),"[FVG ENTRY] Price filling into bearish FVG (gap: $615-$619) | [SWEEP] Bullish liquidity sweep — swept $607.05 lows, reversed to $614.32 (strength: 0.70)",
2026-02-10,611.47,LEAN SELL,Fair Value Gap Entry,0.614,Sideways / Choppy,631.45,571.52,0.3500,2.0,equilibrium,10,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish: Near S1 support (607),[FVG ENTRY] Price filling into bearish FVG (gap: $615-$619),
2026-02-11,613.11,HOLD,Trend Continuation,0.537,Sideways / Choppy,594.72,643.77,0.0000,0.0,equilibrium,9,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish: Near S1 support (609) | Bearish: Near R1 resistance (615),,PATIENCE: Sideways chop — waiting
2026-02-12,600.64,HOLD,Mean Reversion / Reversal,0.302,Sideways / Choppy,582.62,630.67,0.0000,0.0,equilibrium,9,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.9) | Bullish: Stochastic oversold (14) | Bearish: OBV below its moving average | Bearish Pattern: Three Black Crows | Bullish: Near S2 strong support (603),,PATIENCE: Conviction 0.30 < 0.40
2026-02-13,601.92,HOLD,Mean Reversion / Reversal,0.442,Sideways / Choppy,583.86,632.02,0.0000,0.0,equilibrium,9,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (17) | Bearish: OBV below its moving average,,PATIENCE: Sideways chop — waiting
2026-02-17,601.3,LEAN BUY,Liquidity Sweep Reversal,0.504,Sideways / Choppy,580.47,642.95,0.3500,2.0,discount,9,2,0,1,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (18) | Bearish: OBV below its moving average | Bullish: Near S1 support (597),"[SWEEP] Bullish liquidity sweep — swept $594.76 lows, reversed to $601.30 (strength: 0.67) | [SMT] Bullish divergence: Price LL but RSI higher low, OBV higher low, CVD higher low (str: 1.00) | [P/D] Price in DISCOUNT zone — favorable for longs",
2026-02-18,605.79,HOLD,Trend Continuation,0.223,Sideways / Choppy,587.62,636.08,0.0000,0.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish: OBV divergence (accumulation) | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (606),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.22 < 0.40
2026-02-19,603.47,HOLD,Trend Continuation,0.296,Sideways / Choppy,585.37,633.64,0.0000,0.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish: Near S1 support (601),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.30 < 0.40
2026-02-20,608.81,HOLD,Standard Technical Signal,0.265,Sideways / Choppy,590.55,639.25,0.0000,0.0,equilibrium,9,1,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (606),,PATIENCE: Conviction 0.26 < 0.40
2026-02-23,601.41,HOLD,Trend Continuation,0.296,Sideways / Choppy,583.37,631.48,0.0000,0.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish: Near S1 support (602),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.30 < 0.40
2026-02-24,607.87,HOLD,Standard Technical Signal,0.284,Sideways / Choppy,589.63,638.26,0.0000,0.0,equilibrium,9,1,0,0,Bearish: Price below Parabolic SAR | Bullish: RSI positive divergence | Bearish: OBV below its moving average | Bearish: Near R1 resistance (607),,PATIENCE: Conviction 0.28 < 0.40
2026-02-25,616.68,LEAN BUY,Mean Reversion / Reversal,0.444,Uptrend,596.92,656.21,0.3500,2.0,equilibrium,9,0,0,0,Bullish: Price above Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bearish: Near R2 strong resistance (615),[FVG] Bullish Fair Value Gap formed (0.3x ATR),
2026-02-26,609.24,HOLD,Standard Technical Signal,0.303,Sideways / Choppy,590.96,639.7,0.0000,0.0,equilibrium,10,0,0,0,Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bullish: Near S1 support (613),,PATIENCE: Conviction 0.30 < 0.40
2026-02-27,607.29,HOLD,Trend Continuation,0.214,Sideways / Choppy,589.07,637.65,0.0000,0.0,equilibrium,9,0,0,0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence | Bearish: OBV below its moving average | Bullish: Near S1 support (604),,PATIENCE: Conviction 0.21 < 0.40
2026-03-02,608.09,HOLD,Trend Continuation,0.154,Sideways / Choppy,589.85,638.49,0.0000,0.0,equilibrium,9,0,0,0,Bearish: Price below EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bullish: RSI positive divergence | Bearish: OBV below its moving average | Bullish: Near S1 support (604) | Bearish: Near R1 resistance (610),,PATIENCE: Conviction 0.15 < 0.40
2026-03-03,601.58,LEAN BUY,Liquidity Sweep Reversal,0.481,Sideways / Choppy,580.66,643.41,0.3500,2.0,discount,9,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Three White Soldiers | Bullish: Near S1 support (601),"[SWEEP] Bullish liquidity sweep — swept $594.76 lows, reversed to $601.58 (strength: 0.75) | [SWEEP] Bullish liquidity sweep — swept $593.34 lows, reversed to $601.58 (strength: 0.67) | [P/D] Price in DISCOUNT zone — favorable for longs",
2026-03-04,610.75,HOLD,Standard Technical Signal,0.265,Sideways / Choppy,592.43,641.29,0.0000,0.0,equilibrium,9,2,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (606),,PATIENCE: Conviction 0.26 < 0.40
2026-03-05,608.91,HOLD,Standard Technical Signal,0.396,Sideways / Choppy,590.64,639.36,0.0000,0.0,equilibrium,9,2,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Bullish: Near S1 support (605),,PATIENCE: Conviction 0.40 < 0.40
2026-03-06,599.75,HOLD,Trend Continuation,0.271,Sideways / Choppy,581.76,629.74,0.0000,0.0,discount,9,2,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: RSI positive divergence | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Neutral Pattern: Doji | Bullish: Near S1 support (603),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.27 < 0.40
2026-03-09,607.76,LEAN BUY,Liquidity Sweep Reversal,0.423,Sideways / Choppy,585.66,651.96,0.3500,2.0,equilibrium,9,3,0,1,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (604),"[SWEEP] Bullish liquidity sweep — swept $593.34 lows, reversed to $607.76 (strength: 0.70) | [SMT] Bullish divergence: Price LL but RSI higher low, CVD higher low (str: 0.80)",
2026-03-10,607.77,SELL,Standard Technical Signal,0.664,Sideways / Choppy,629.42,564.48,0.3500,2.0,equilibrium,9,3,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bollinger Squeeze (width: 0.0296) — breakout imminent | Neutral Pattern: Doji,,
2026-03-11,607.69,HOLD,Standard Technical Signal,0.371,Sideways / Choppy,589.46,638.07,0.0000,0.0,equilibrium,9,1,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bollinger Squeeze (width: 0.0288) — breakout imminent | Bullish: Near S1 support (604) | Bearish: Near R1 resistance (612),,PATIENCE: Conviction 0.37 < 0.40
2026-03-12,597.26,SELL,Momentum Shift,0.668,Sideways / Choppy,618.43,554.93,0.3500,2.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: OBV below its moving average | Bollinger Squeeze (width: 0.0299) — breakout imminent | Bearish Pattern: Three Black Crows | Bullish: Near S2 strong support (601),[P/D] Price in DISCOUNT zone — favorable for longs,
2026-03-13,593.72,HOLD,Mean Reversion / Reversal,0.267,Sideways / Choppy,575.91,623.41,0.0000,0.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.8) | Bullish: Stochastic oversold (9) | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bearish: Walking lower Bollinger Band | Bearish Pattern: Three Black Crows | Bullish: Near S1 support (595),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.27 < 0.40
2026-03-16,600.38,HOLD,Trend Continuation,0.648,Sideways / Choppy,582.37,630.4,0.0000,0.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: Walking lower Bollinger Band | Neutral Pattern: Doji | Bearish: Near R1 resistance (601),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Sideways chop — waiting
2026-03-17,603.31,HOLD,Standard Technical Signal,0.366,Sideways / Choppy,585.21,633.48,0.0000,0.0,discount,9,0,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: OBV divergence (distribution) | Neutral Pattern: Doji | Bullish: Near S1 support (598) | Bearish: Near R1 resistance (603),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.37 < 0.40
2026-03-18,594.9,HOLD,Mean Reversion / Reversal,0.322,Sideways / Choppy,577.05,624.64,0.0000,0.0,discount,9,0,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (16) | Bearish: OBV below its moving average | Bearish Pattern: Evening Star | Bullish: Near S2 strong support (600),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.32 < 0.40
2026-03-19,593.02,HOLD,Liquidity Sweep Reversal,0.17,Sideways / Choppy,575.23,622.67,0.0000,0.0,discount,9,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bullish: Near S1 support (592),"[FVG] Bearish Fair Value Gap formed (0.6x ATR) | [SWEEP] Bullish liquidity sweep — swept $591.33 lows, reversed to $593.02 (strength: 0.82) | [P/D] Price in DISCOUNT zone — favorable for longs",PATIENCE: Conviction 0.17 < 0.34
2026-03-20,582.06,HOLD,Break of Structure,0.323,Sideways / Choppy,564.6,611.16,0.0000,0.0,discount,10,1,1,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.2) | Bullish: Stochastic oversold (10) | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bearish: Walking lower Bollinger Band | Bullish: Near S2 strong support (583),[FVG] Bearish Fair Value Gap formed (0.3x ATR) | [STRUCTURE] Bearish BOS — broke below $591.33 | [P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.32 < 0.40
2026-03-23,588.0,SELL,Fair Value Gap Entry,0.768,Sideways / Choppy,609.05,545.9,0.3500,2.0,discount,11,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: Walking lower Bollinger Band | Bearish: Near R1 resistance (589),[FVG ENTRY] Price filling into bearish FVG (gap: $591-$595) | [P/D] Price in DISCOUNT zone — favorable for longs,
2026-03-24,583.98,HOLD,Mean Reversion / Reversal,0.179,Sideways / Choppy,566.46,613.18,0.0000,0.0,discount,10,1,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (38.1) | Bullish: Stochastic oversold (16) | Bearish: OBV below its moving average | Bullish: Near S1 support (584),[P/D] Price in DISCOUNT zone — favorable for longs,PATIENCE: Conviction 0.18 < 0.40
